episode,step,reward,local_hit_rate,neighbor_fetch_rate,cloud_fetch_rate,paper_hit_rate,cache_overlap,cache_diversity
1.0,0.0,5.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,1.0
1.0,1.0,-0.5000000000000009,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.0,-0.9999999999999997,0.0,0.0,1.0,0.0,0.0,1.0
1.0,3.0,3.8999999999999995,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.16666666666666666,0.0,1.0
1.0,4.0,-0.9000000000000009,0.0,0.0,1.0,0.0,0.0,1.0
1.0,5.0,-0.49999999999999967,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,-0.6999999999999986,0.0,0.0,1.0,0.0,0.0,1.0
1.0,7.0,-0.5999999999999993,0.0,0.0,1.0,0.0,0.0,1.0
1.0,8.0,0.6999999999999998,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,1.0
1.0,9.0,-0.3999999999999998,0.0,0.0,1.0,0.0,0.0021367521367521365,0.9978632478632479
1.0,10.0,-0.09999999999999964,0.0,0.0,1.0,0.0,0.0021367521367521365,0.9978632478632479
1.0,11.0,-0.3999999999999997,0.0,0.0,1.0,0.0,0.0021367521367521365,0.9978632478632479
