episode,step,reward,local_hit_rate,neighbor_fetch_rate,cloud_fetch_rate,paper_hit_rate,cache_overlap,cache_diversity
1.0,0.0,-16.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,6.600000000000001,0.08,0.04,0.88,0.12,0.6595311583453874,0.34046884165461255
1.0,2.0,12.700000000000001,0.12,0.12,0.76,0.24,0.4738348044243485,0.5261651955756514
1.0,3.0,6.799999999999999,0.125,0.0625,0.8125,0.1875,0.30431715886261335,0.6956828411373867
1.0,4.0,6.600000000000001,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,0.2243178862160392,0.7756821137839608
1.0,5.0,20.4,0.3333333333333333,0.13333333333333333,0.5333333333333333,0.4666666666666667,0.15642268760033848,0.8435773123996615
1.0,6.0,8.0,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.2727272727272727,0.14369746666397384,0.8563025333360261
1.0,7.0,4.1,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.11822368316879998,0.8817763168312001
1.0,8.0,5.400000000000001,0.16666666666666666,0.3333333333333333,0.5,0.5,0.10908550452597736,0.8909144954740227
1.0,9.0,4.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.10524245762072951,0.8947575423792705
1.0,10.0,8.8,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.10139941071548166,0.8986005892845184
1.0,11.0,8.499999999999998,0.3333333333333333,0.16666666666666666,0.5,0.5,0.09834364295383152,0.9016563570461684
1.0,12.0,4.6000000000000005,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.09834364295383154,0.9016563570461684
1.0,13.0,0.4000000000000006,0.0,0.25,0.75,0.25,0.0943916764350201,0.9056083235649799
1.0,14.0,1.600000000000001,0.0,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.09424799208080942,0.9057520079191905
1.0,15.0,11.099999999999998,0.15384615384615385,0.3076923076923077,0.5384615384615384,0.46153846153846156,0.09179430541659644,0.9082056945834036
1.0,16.0,18.900000000000002,0.13043478260869565,0.34782608695652173,0.5217391304347826,0.4782608695652174,0.08933067137401501,0.910669328625985
1.0,17.0,26.2,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.7142857142857142,0.10263551411876769,0.8973644858812323
1.0,18.0,16.199999999999996,0.11538461538461539,0.19230769230769232,0.6923076923076923,0.3076923076923077,0.09427718997096987,0.9057228100290301
1.0,19.0,10.7,0.16666666666666666,0.05555555555555555,0.7777777777777778,0.2222222222222222,0.08002971160865897,0.919970288391341
1.0,20.0,37.5,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.07260195418090154,0.9273980458190985
1.0,21.0,39.8,0.35714285714285715,0.03571428571428571,0.6071428571428571,0.39285714285714285,0.06998699103962262,0.9300130089603774
1.0,22.0,8.200000000000003,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.06511369669264405,0.934886303307356
1.0,23.0,20.400000000000002,0.20833333333333334,0.08333333333333333,0.7083333333333334,0.2916666666666667,0.05589510852668747,0.9441048914733126
1.0,24.0,27.1,0.35,0.05,0.6,0.39999999999999997,0.05387993545888283,0.9461200645411172
1.0,25.0,33.800000000000004,0.32,0.12,0.56,0.44,0.04220921326184485,0.9577907867381552
1.0,26.0,11.3,0.10526315789473684,0.2631578947368421,0.631578947368421,0.3684210526315789,0.044345965398596976,0.9556540346014031
1.0,27.0,14.4,0.14285714285714285,0.19047619047619047,0.6666666666666666,0.3333333333333333,0.056363187942135316,0.9436368120578646
1.0,28.0,20.200000000000003,0.22727272727272727,0.09090909090909091,0.6818181818181818,0.3181818181818182,0.0583569399358873,0.9416430600641127
1.0,29.0,7.3000000000000025,0.11764705882352941,0.058823529411764705,0.8235294117647058,0.1764705882352941,0.0564734775261091,0.9435265224738909
1.0,30.0,8.499999999999998,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.04897610160768056,0.9510238983923195
1.0,31.0,4.000000000000001,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.051346893452156615,0.9486531065478434
